se2,se4,se5,se9,se3a,q8,q9,q12,q13,q6,q93,q130,q5,q38,q40,q108,q110,q124,q126,q128,q32,q48,q49,q94,q103,q104,country
1.0,2.0,7.0,4.0,39.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,Korea
1.0,2.0,9.0,5.0,35.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,Korea
2.0,2.0,9.0,5.0,35.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,Korea
1.0,2.0,7.0,2.0,36.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,Korea
1.0,6.0,6.0,1.0,50.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,Korea
2.0,4.0,2.0,1.0,65.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,Korea
2.0,1.0,7.0,4.0,22.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,Korea
1.0,1.0,9.0,3.0,24.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,Korea
1.0,1.0,8.0,4.0,34.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,Korea
1.0,2.0,7.0,4.0,60.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,Korea
1.0,2.0,7.0,4.0,48.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,Korea
1.0,2.0,7.0,4.0,49.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,Korea
2.0,2.0,3.0,5.0,53.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,Korea
1.0,2.0,7.0,3.0,41.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,Korea
2.0,2.0,3.0,5.0,65.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,Korea
1.0,2.0,7.0,4.0,37.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,Korea
2.0,2.0,5.0,4.0,58.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,Korea
1.0,2.0,7.0,3.0,29.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,Korea
2.0,2.0,9.0,4.0,29.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,Korea
1.0,2.0,7.0,2.0,54.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,Korea
1.0,2.0,7.0,3.0,36.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,Korea
2.0,2.0,8.0,2.0,29.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,Korea
1.0,2.0,7.0,2.0,29.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,Korea
1.0,2.0,5.0,3.0,57.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,Korea
2.0,2.0,3.0,99.0,69.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,Korea
1.0,2.0,10.0,99.0,66.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,Korea
1.0,2.0,10.0,4.0,50.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,Korea
2.0,2.0,8.0,3.0,33.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,Korea
1.0,2.0,9.0,2.0,34.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,Korea
2.0,2.0,7.0,5.0,40.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,Korea
1.0,2.0,7.0,3.0,64.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,Korea
1.0,1.0,7.0,2.0,27.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,Korea
2.0,2.0,5.0,2.0,65.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,Korea
2.0,2.0,7.0,4.0,40.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,Korea
1.0,2.0,7.0,1.0,59.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,Korea
2.0,2.0,2.0,2.0,56.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,Korea
1.0,2.0,7.0,2.0,61.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,Korea
1.0,2.0,7.0,4.0,45.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,Korea
1.0,1.0,9.0,3.0,26.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,Korea
1.0,1.0,8.0,3.0,22.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,Korea
1.0,2.0,9.0,5.0,43.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,Korea
1.0,2.0,8.0,2.0,48.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,Korea
1.0,2.0,9.0,99.0,58.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,Korea
1.0,1.0,9.0,5.0,26.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,Korea
2.0,2.0,7.0,4.0,46.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,Korea
1.0,2.0,8.0,2.0,37.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,Korea
2.0,2.0,8.0,3.0,41.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,Korea
1.0,2.0,7.0,2.0,42.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,Korea
2.0,2.0,7.0,2.0,29.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,Korea
1.0,2.0,9.0,5.0,42.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,Korea
1.0,2.0,7.0,2.0,69.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,Korea
1.0,2.0,5.0,2.0,50.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,Korea
2.0,2.0,7.0,2.0,29.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,Korea
2.0,2.0,9.0,3.0,46.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,Korea
2.0,2.0,7.0,2.0,28.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,Korea
1.0,2.0,10.0,4.0,32.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,Korea
1.0,2.0,6.0,3.0,27.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,Korea
1.0,1.0,8.0,3.0,27.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,Korea
1.0,1.0,8.0,2.0,26.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,Korea
1.0,1.0,8.0,4.0,27.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,Korea
1.0,1.0,7.0,1.0,28.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,Korea
1.0,1.0,7.0,2.0,26.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,Korea
1.0,2.0,5.0,3.0,67.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,Korea
1.0,2.0,6.0,3.0,60.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,Korea
1.0,2.0,7.0,3.0,60.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,Korea
1.0,2.0,7.0,2.0,60.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,Korea
2.0,2.0,1.0,4.0,68.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,Korea
2.0,2.0,5.0,3.0,61.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,Korea
2.0,2.0,3.0,3.0,60.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,Korea
2.0,2.0,5.0,2.0,69.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,Korea
2.0,4.0,3.0,1.0,65.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,Korea
2.0,4.0,5.0,4.0,62.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,Korea
2.0,4.0,3.0,1.0,64.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,Korea
2.0,4.0,5.0,4.0,65.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,Korea
1.0,2.0,5.0,2.0,59.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,Korea
1.0,2.0,7.0,3.0,50.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,Korea
1.0,2.0,5.0,5.0,59.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,Korea
1.0,2.0,9.0,5.0,54.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,Korea
1.0,2.0,5.0,3.0,59.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,Korea
1.0,2.0,7.0,3.0,50.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,Korea
2.0,2.0,5.0,2.0,58.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,Korea
2.0,2.0,5.0,4.0,50.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,Korea
2.0,2.0,5.0,3.0,50.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,Korea
2.0,2.0,5.0,3.0,55.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,Korea
1.0,1.0,2.0,1.0,47.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,Korea
1.0,2.0,7.0,3.0,44.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,Korea
1.0,2.0,7.0,3.0,46.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,Korea
1.0,2.0,7.0,3.0,44.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,Korea
1.0,2.0,7.0,2.0,42.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,Korea
2.0,2.0,4.0,4.0,46.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,Korea
2.0,2.0,7.0,2.0,49.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,Korea
2.0,2.0,7.0,5.0,44.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,Korea
2.0,2.0,7.0,4.0,40.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,Korea
2.0,2.0,7.0,3.0,48.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,Korea
2.0,2.0,7.0,3.0,47.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,Korea
2.0,2.0,7.0,3.0,44.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,Korea
1.0,2.0,6.0,3.0,31.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,Korea
1.0,1.0,9.0,5.0,30.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,Korea
1.0,1.0,7.0,3.0,30.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,Korea
1.0,2.0,9.0,2.0,33.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,Korea
1.0,2.0,9.0,3.0,34.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,Korea
2.0,2.0,7.0,3.0,36.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,Korea
2.0,2.0,7.0,3.0,39.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,Korea
2.0,1.0,7.0,3.0,33.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,Korea
2.0,2.0,7.0,2.0,35.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,Korea
2.0,1.0,9.0,4.0,22.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,Korea
1.0,2.0,7.0,3.0,29.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,Korea
1.0,1.0,8.0,4.0,24.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,Korea
1.0,2.0,7.0,2.0,26.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,Korea
1.0,1.0,8.0,4.0,22.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,Korea
1.0,2.0,9.0,4.0,39.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,Korea
1.0,1.0,9.0,3.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,Korea
1.0,2.0,8.0,2.0,38.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,Korea
1.0,2.0,9.0,2.0,31.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,Korea
2.0,2.0,9.0,4.0,36.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,Korea
2.0,2.0,8.0,4.0,35.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,Korea
2.0,2.0,7.0,2.0,39.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,Korea
2.0,2.0,7.0,3.0,35.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,Korea
2.0,1.0,7.0,2.0,31.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,Korea
2.0,2.0,9.0,4.0,40.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,Korea
2.0,2.0,5.0,2.0,49.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,Korea
2.0,2.0,7.0,3.0,45.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,Korea
2.0,2.0,7.0,4.0,49.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,Korea
2.0,2.0,7.0,3.0,40.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,Korea
2.0,2.0,7.0,3.0,40.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,Korea
2.0,2.0,7.0,4.0,40.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,Korea
1.0,2.0,8.0,2.0,40.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,Korea
1.0,2.0,9.0,4.0,44.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,Korea
